net,length_um
net13,196.22µm
net6,187.28µm
net8,156.9µm
net4,145.92µm
net9,131.6µm
net15,120.04µm
net5,117.96µm
net39,117.12µm
net12,113.02µm
net44,108.42µm
net7,107.04µm
net88,106.95µm
net46,106.46µm
net45,104.58µm
net34,104.26µm
net16,98.98µm
net3,97.94µm
net81,96.46µm
_047_,92.17µm
net48,90.18µm
net35,88.98µm
net76,87.58µm
_012_,82.36µm
_239_,81.76µm
_214_,81.64µm
net10,81.18µm
net41,79.46µm
_048_,77.5µm
net87,75.82µm
_007_,75.58µm
_215_,75µm
net67,68.44µm
_165_,66.8µm
_164_,64.92µm
_209_,64.85µm
_066_,64.755µm
net62,62.02µm
net49,60.46µm
net43,59.11µm
net37,56.95µm
_213_,52.97µm
net1,52.96µm
net47,52.72µm
_212_,51.94µm
_210_,51.74µm
net38,51.04µm
net36,50.52µm
_086_,50.32µm
net52,49.88µm
net2,49.3µm
_138_,48.92µm
_070_,48.34µm
_218_,48.34µm
net30,47.08µm
_192_,47.02µm
_219_,46.38µm
_124_,45.6µm
net23,44.38µm
_131_,43.26µm
_034_,43.02µm
net27,42.46µm
_139_,42.455µm
_198_,41.34µm
_018_,41.26µm
_098_,40.34µm
net31,40.22µm
net57,40.16µm
net29,39.74µm
_056_,39.1µm
_247_,37.5µm
_154_,37.36µm
_045_,36.82µm
_206_,36.5µm
net28,36.4µm
_008_,35.92µm
_150_,35.64µm
_258_,35.6µm
_043_,35.08µm
_226_,34µm
_026_,33.94µm
net78,33.14µm
_228_,32.76µm
_259_,32.3µm
_079_,32.28µm
net20,31.36µm
_143_,30.74µm
_221_,30.74µm
_032_,30.4µm
_179_,29.64µm
_009_,29.55µm
_024_,29.52µm
_161_,29.44µm
net32,29.44µm
_157_,28.98µm
net21,28.84µm
_060_,28.62µm
_132_,28.36µm
net19,28.1µm
_055_,26.74µm
_146_,26.56µm
net56,25.94µm
_100_,25.68µm
_094_,25.66µm
_059_,25.6µm
_110_,25.6µm
_091_,25.26µm
_125_,24.98µm
_147_,24.84µm
_231_,24.76µm
_073_,24.74µm
net18,24.7µm
_193_,24.62µm
net22,24.34µm
net14,24.3µm
_203_,24.2µm
net42,24.13µm
_063_,24.1µm
_044_,24.03µm
_093_,23.88µm
_262_,23.68µm
net51,23.68µm
net72,23.66µm
_152_,23.46µm
_112_,23.18µm
_015_,22.8µm
_023_,22.8µm
net60,22.8µm
_005_,22.76µm
_105_,21.96µm
net54,21.76µm
_238_,21.64µm
_082_,21.62µm
_011_,21.34µm
_230_,20.62µm
_252_,20.42µm
_069_,20.32µm
_243_,20.28µm
_004_,20.03µm
_166_,19.94µm
_081_,19.7µm
net84,19.7µm
_255_,19.36µm
_016_,19.28µm
_251_,19.28µm
_136_,19.04µm
_083_,19.02µm
_115_,18.9µm
_022_,18.84µm
net17,18.74µm
_133_,18.32µm
_169_,18.16µm
_027_,17.86µm
_201_,17.8µm
_039_,17.74µm
_095_,17.735µm
_101_,17.68µm
_121_,17.56µm
_142_,17.36µm
_170_,17.14µm
_127_,17µm
_257_,16.94µm
_187_,16.82µm
_137_,16.64µm
_058_,16.6µm
_113_,16.475µm
_096_,16.36µm
_188_,16.345µm
_106_,16.22µm
_033_,16.12µm
_174_,16.12µm
_040_,15.9µm
_089_,15.86µm
_250_,15.84µm
_163_,15.78µm
_272_,15.775µm
_042_,15.76µm
_135_,15.72µm
_071_,15.64µm
_267_,15.52µm
_266_,15.24µm
_153_,14.92µm
_076_,14.9µm
_013_,14.76µm
net40,14.68µm
_088_,14.66µm
_194_,14.56µm
_051_,14.54µm
_227_,14.52µm
_244_,14.46µm
P[15],14.44µm
_116_,14.3µm
_128_,14.24µm
_123_,14.22µm
_182_,14.22µm
_064_,14.08µm
_134_,14.04µm
_264_,13.92µm
_159_,13.88µm
_085_,13.8µm
_003_,13.68µm
_261_,13.68µm
_087_,13.62µm
_036_,13.26µm
_240_,13.22µm
_017_,13.16µm
net86,13.04µm
_216_,12.99µm
_117_,12.965µm
_000_,12.81µm
_171_,12.8µm
_186_,12.58µm
_245_,12.54µm
_052_,12.48µm
_177_,12.42µm
_129_,12.34µm
_021_,12.28µm
_029_,12µm
_068_,11.92µm
_049_,11.8µm
net59,11.62µm
_220_,11.6µm
_037_,11.54µm
_158_,11.245µm
net64,11.24µm
B[7],11.22µm
_031_,10.9µm
A[6],10.88µm
_223_,10.84µm
_067_,10.82µm
_050_,10.8µm
_102_,10.8µm
_155_,10.58µm
_041_,10.54µm
A[7],10.42µm
_010_,10.36µm
_140_,10.34µm
_099_,10.32µm
