net,length_um
net2,106.58µm
net8,98.36µm
net4,97.22µm
net1,97.08µm
net3,94.92µm
net5,92.62µm
net6,92.3µm
net7,91.16µm
_2_,10.62µm
P[1],6.09µm
B[1],5.97µm
P[3],5.75µm
A[1],5.29µm
P[0],5.07µm
B[0],4.95µm
P[2],4.73µm
A[0],4.61µm
_0_,3.1µm
_1_,1.72µm
