net,length_um
_255_,18.56µm
_124_,18.38µm
net80,18.3µm
_020_,18.02µm
_181_,17.68µm
_088_,17.62µm
_259_,17.54µm
_239_,17.34µm
_046_,16.98µm
net24,16.82µm
_224_,16.805µm
_102_,16.8µm
_158_,16.68µm
_136_,16.5µm
_253_,16.38µm
_111_,16.34µm
_052_,16.3µm
_169_,16.115µm
_180_,15.96µm
_044_,15.805µm
_036_,15.6µm
_027_,15.46µm
net82,15.38µm
net19,15.3µm
_008_,15.18µm
_117_,15.14µm
_167_,15.08µm
_161_,15.02µm
_133_,14.96µm
_187_,14.8µm
_209_,14.8µm
_197_,14.52µm
_238_,14.52µm
P[13],14.44µm
_140_,14.44µm
_251_,14.38µm
_241_,14.36µm
_042_,14.26µm
_248_,14.24µm
_018_,14.2µm
_002_,14.16µm
_095_,13.94µm
_141_,13.94µm
A[7],13.72µm
_068_,13.64µm
_261_,13.12µm
P[12],13.06µm
P[6],12.98µm
_242_,12.98µm
net78,12.92µm
_265_,12.7µm
_219_,12.58µm
_231_,12.5µm
_110_,12.335µm
net79,12.26µm
_060_,12.14µm
_155_,12.12µm
_086_,12.08µm
_268_,11.96µm
_143_,11.88µm
_220_,11.88µm
_053_,11.7µm
_094_,11.58µm
_257_,11.56µm
_183_,11.345µm
A[6],11.34µm
B[5],11.34µm
B[6],11.34µm
B[7],11.34µm
_156_,11.32µm
_132_,11.28µm
_188_,11.28µm
_200_,11.26µm
_192_,11.2µm
_047_,10.96µm
_199_,10.96µm
_153_,10.92µm
_271_,10.84µm
_072_,10.74µm
_246_,10.7µm
P[5],10.68µm
_260_,10.66µm
_098_,10.44µm
P[14],10.42µm
_256_,10.3µm
_137_,10.2µm
_177_,10.08µm
_277_,10.08µm
P[15],9.96µm
_166_,9.9µm
_106_,9.78µm
P[7],9.76µm
_063_,9.76µm
_211_,9.74µm
_075_,9.66µm
_205_,9.62µm
_021_,9.58µm
_172_,9.58µm
_082_,9.52µm
_083_,9.5µm
_043_,9.46µm
_055_,9.46µm
_028_,9.32µm
_066_,9.08µm
_048_,9.02µm
net84,9.02µm
P[3],8.96µm
P[4],8.96µm
_215_,8.96µm
_022_,8.94µm
_202_,8.9µm
net76,8.8µm
_051_,8.78µm
_266_,8.74µm
_272_,8.58µm
_059_,8.56µm
_093_,8.36µm
net59,8.32µm
_186_,8.26µm
net67,8.24µm
_105_,8.14µm
_069_,8.02µm
_005_,7.98µm
_189_,7.9µm
_142_,7.86µm
net64,7.86µm
_040_,7.84µm
_213_,7.82µm
_011_,7.7µm
_229_,7.7µm
_015_,7.64µm
_101_,7.56µm
_233_,7.36µm
_129_,7.22µm
_214_,7.22µm
_195_,7.2µm
_041_,7.18µm
net32,7.18µm
_017_,7.14µm
_026_,7.12µm
_178_,7.04µm
_165_,6.86µm
A[0],6.77µm
_007_,6.64µm
_100_,6.64µm
_185_,6.52µm
_232_,6.52µm
_061_,6.48µm
_029_,6.4µm
_013_,6.36µm
_170_,6.3µm
_278_,6.3µm
_032_,6.14µm
net81,6.14µm
_236_,6.12µm
A[2],6.09µm
B[3],6.09µm
net23,6.06µm
_262_,6.02µm
A[3],5.97µm
_067_,5.94µm
_084_,5.92µm
P[9],5.75µm
_003_,5.7µm
_193_,5.68µm
net21,5.56µm
P[8],5.53µm
_175_,5.52µm
_112_,5.48µm
_196_,5.48µm
_080_,5.4µm
_210_,5.38µm
net63,5.38µm
_073_,5.36µm
_263_,5.34µm
B[2],5.29µm
_237_,5.28µm
_160_,5.26µm
_207_,5.26µm
net58,5.26µm
_016_,5.14µm
_126_,5.14µm
net89,5.14µm
A[1],5.07µm
P[1],5.07µm
P[2],5.07µm
_031_,5.02µm
_264_,5.02µm
B[1],4.95µm
_123_,4.92µm
_221_,4.92µm
net22,4.88µm
_194_,4.83µm
net56,4.82µm
_174_,4.8µm
A[4],4.73µm
A[5],4.73µm
P[11],4.73µm
_159_,4.68µm
_171_,4.68µm
B[0],4.61µm
net54,4.61µm
net55,4.42µm
net57,4.42µm
B[4],4.39µm
P[10],4.39µm
_182_,4.36µm
_151_,4.34µm
_173_,4.34µm
_058_,4.14µm
net105,3.98µm
_090_,3.9µm
_092_,3.88µm
_198_,3.88µm
_225_,3.88µm
_204_,3.78µm
_118_,3.76µm
net73,3.76µm
_104_,3.68µm
_217_,3.68µm
_121_,3.56µm
_004_,3.54µm
_109_,3.42µm
_054_,3.32µm
_270_,3.32µm
_148_,3.08µm
_227_,3.08µm
net60,3.08µm
_038_,2.98µm
_078_,2.76µm
_190_,2.64µm
_103_,2.62µm
_201_,2.62µm
_154_,2.52µm
_116_,2.5µm
_134_,2.28µm
_065_,2.18µm
net86,2.18µm
_157_,2.16µm
net66,2.16µm
_138_,2.06µm
net72,2.04µm
_087_,1.84µm
_127_,1.82µm
_034_,1.7µm
_097_,1.7µm
_147_,1.7µm
net61,1.7µm
net62,1.6µm
_045_,1.48µm
_146_,1.26µm
_010_,0.92µm
_120_,0.92µm
