net,length_um
net4,28.1µm
_03_,14.87µm
net1,14.3µm
net2,13.83µm
net5,11.84µm
B[0],11µm
_00_,10.64µm
P[1],10.32µm
P[2],10.32µm
A[1],10.08µm
P[3],9.86µm
A[0],9.64µm
B[1],9.64µm
_01_,8.98µm
P[0],8.5µm
net8,8.34µm
net6,6.18µm
net7,5.02µm
_02_,3.54µm
net3,2.96µm
