net,length_um
net7,27.44µm
net5,26.88µm
net6,26.42µm
net1,8.56µm
net4,6.96µm
A[1],5.97µm
P[2],5.75µm
B[1],5.63µm
P[1],5.07µm
net2,4.82µm
pp2,4.8µm
A[0],4.61µm
B[0],4.61µm
net8,4.61µm
pp0,4.46µm
P[0],4.39µm
net3,3.56µm
pp1,2.3µm
