net,length_um
net6,182.32µm
net33,176.54µm
net13,168.14µm
net15,162.5µm
net48,145.4µm
_226_,139.68µm
net47,134.34µm
net43,125.92µm
net57,124.88µm
net8,124.715µm
net9,119.44µm
net11,119.44µm
net34,118.63µm
net42,116.53µm
net36,114.04µm
net38,112.455µm
net46,111.28µm
net37,108µm
net53,102.98µm
net4,101.6µm
net10,94.44µm
net41,93.31µm
_252_,86.96µm
net3,84.86µm
net35,82.3µm
_089_,77.94µm
net44,76.2µm
_018_,71.68µm
net45,71.63µm
net51,69.66µm
_074_,66.02µm
net40,63.495µm
_054_,62.58µm
net49,62.58µm
net2,62.38µm
_156_,59.32µm
net50,58.155µm
net31,57.84µm
_108_,55.08µm
net30,54.98µm
_200_,52.18µm
_126_,52.08µm
_171_,51.42µm
_041_,50.98µm
net20,50.8µm
_055_,47.34µm
_120_,46.96µm
_137_,46.84µm
net18,45.42µm
_237_,44.99µm
net32,44.12µm
_038_,43.32µm
net19,42.32µm
_079_,42.315µm
_052_,42.04µm
net7,41.96µm
net26,41.04µm
_014_,40.28µm
_173_,40.28µm
_013_,39.28µm
_138_,38.98µm
_255_,38.66µm
net29,37.66µm
_017_,37.18µm
_264_,36.08µm
_282_,36.06µm
_240_,35.54µm
net28,35.18µm
net39,35.02µm
_235_,34.52µm
net27,33.6µm
_157_,33.24µm
_168_,32.48µm
_012_,32.4µm
net5,32.2µm
_256_,31.88µm
_051_,31.54µm
_204_,30.82µm
_099_,30.7µm
_196_,30.64µm
_259_,30.62µm
_025_,30.22µm
_005_,30.06µm
_096_,30.06µm
_063_,29.7µm
_030_,29.18µm
_278_,28.74µm
_245_,28.655µm
_062_,28.6µm
_121_,28.24µm
_006_,28.22µm
_216_,27.58µm
_195_,26.96µm
_253_,26.7µm
_110_,26.14µm
_220_,26.08µm
_045_,26.04µm
_032_,25.21µm
_269_,24.14µm
_115_,23.43µm
_274_,23.18µm
_189_,23.035µm
net79,22.96µm
_020_,22.88µm
_049_,22.82µm
_075_,22.8µm
_266_,22.36µm
_174_,22.28µm
_187_,21.72µm
_130_,21.64µm
_069_,21.22µm
_218_,20.96µm
_147_,20.86µm
_093_,20.46µm
_277_,20.38µm
_230_,20.32µm
_184_,20.24µm
_152_,20.17µm
_207_,19.24µm
_010_,19.22µm
_104_,19.02µm
net14,19.02µm
_070_,18.78µm
net1,18.2µm
_009_,18.02µm
_212_,17.78µm
_122_,17.76µm
net60,17.64µm
_165_,17.62µm
_003_,17.52µm
_056_,17.44µm
net74,17.43µm
_123_,17.4µm
net12,17.34µm
_021_,17.08µm
_081_,17.06µm
_022_,16.82µm
_191_,16.64µm
_107_,16.6µm
_260_,16.5µm
_202_,16.38µm
_145_,16.35µm
_067_,16.32µm
_031_,16.26µm
_150_,16.16µm
_175_,16.1µm
_044_,16.02µm
_004_,15.88µm
_236_,15.7µm
_283_,15.52µm
_059_,15.44µm
_239_,15.44µm
_146_,15.02µm
_002_,14.945µm
_080_,14.9µm
_262_,14.88µm
_042_,14.86µm
_066_,14.84µm
_177_,14.76µm
_095_,14.56µm
_254_,14.56µm
_102_,14.48µm
_114_,14.445µm
_023_,14.34µm
P[15],14.22µm
_092_,14.1µm
_043_,13.94µm
_246_,13.9µm
_201_,13.89µm
_029_,13.88µm
_118_,13.72µm
_229_,13.66µm
_046_,13.64µm
_129_,13.6µm
_267_,13.56µm
_132_,13.5µm
_159_,13.5µm
_210_,13.5µm
_193_,13.38µm
net17,13.3µm
_058_,13.18µm
P[14],13.06µm
_040_,13.02µm
_279_,13µm
net80,12.96µm
_111_,12.8µm
_064_,12.78µm
_034_,12.595µm
_136_,12.54µm
_215_,12.54µm
_036_,12.38µm
_077_,12.335µm
_082_,12.28µm
_050_,12.24µm
net21,12.2µm
_154_,12.18µm
_243_,12.12µm
_128_,12.08µm
_265_,11.92µm
_001_,11.84µm
_225_,11.84µm
net22,11.78µm
_167_,11.77µm
_143_,11.7µm
_016_,11.52µm
_026_,11.42µm
_162_,11.42µm
A[6],11.34µm
B[5],11.34µm
_248_,11.32µm
_270_,11.16µm
_244_,11.08µm
_015_,11.065µm
B[0],11.02µm
_117_,10.92µm
B[6],10.88µm
P[13],10.88µm
net16,10.74µm
_261_,10.7µm
B[2],10.68µm
P[6],10.68µm
P[7],10.68µm
_178_,10.54µm
_037_,10.48µm
_105_,10.44µm
A[7],10.42µm
B[7],10.42µm
_139_,10.4µm
net52,10.38µm
_203_,10.32µm
_091_,10.28µm
_085_,10.22µm
_142_,10.18µm
_234_,10.08µm
net24,10µm
_205_,9.96µm
_241_,9.94µm
_149_,9.88µm
_028_,9.86µm
_180_,9.84µm
_238_,9.84µm
_263_,9.82µm
_208_,9.74µm
A[4],9.64µm
_072_,9.58µm
_024_,9.5µm
_170_,9.24µm
_033_,9.2µm
_047_,9.16µm
_227_,9.12µm
_057_,9.02µm
_280_,9.02µm
_211_,8.98µm
_250_,8.98µm
P[4],8.96µm
P[5],8.96µm
_039_,8.96µm
_035_,8.9µm
_257_,8.9µm
_000_,8.82µm
_206_,8.81µm
_097_,8.78µm
_098_,8.78µm
A[5],8.72µm
_194_,8.7µm
_224_,8.6µm
_048_,8.54µm
_276_,8.52µm
net54,8.52µm
P[3],8.5µm
