net,length_um
net7,28.74µm
net5,21.84µm
net2,17.4µm
net8,15µm
net1,11.32µm
net4,6.74µm
net3,6.66µm
A[1],6.31µm
B[0],5.97µm
net6,5.72µm
B[1],5.63µm
P[1],5.07µm
P[2],5.07µm
A[0],4.95µm
_0_,4.52µm
P[0],4.39µm
P[3],4.39µm
