net,length_um
net10,10.06µm
_179_,10.04µm
_242_,9.88µm
_231_,9.82µm
P[6],9.76µm
_175_,9.74µm
_110_,9.72µm
_241_,9.54µm
_099_,9.5µm
_139_,9.48µm
A[4],9.39µm
_187_,9.38µm
_138_,9.36µm
_101_,9.12µm
_108_,9.12µm
_123_,9.06µm
P[3],8.96µm
P[4],8.96µm
P[5],8.96µm
_163_,8.9µm
_183_,8.82µm
_052_,8.74µm
B[4],8.72µm
_154_,8.68µm
_261_,8.675µm
net62,8.64µm
_047_,8.56µm
_087_,8.48µm
net63,8.4µm
_189_,8.16µm
_133_,8.12µm
_168_,8.1µm
_199_,7.9µm
_145_,7.88µm
net74,7.78µm
_015_,7.76µm
_107_,7.68µm
_115_,7.58µm
_005_,7.56µm
_064_,7.52µm
net57,7.44µm
_010_,7.42µm
_233_,7.36µm
_229_,7.32µm
_263_,7.32µm
_176_,7.14µm
_060_,7.12µm
_066_,7.1µm
_001_,6.98µm
_239_,6.96µm
P[7],6.89µm
_202_,6.86µm
net69,6.76µm
_092_,6.74µm
_212_,6.72µm
_249_,6.72µm
_160_,6.66µm
_079_,6.64µm
_256_,6.64µm
_048_,6.4µm
_072_,6.3µm
_172_,6.3µm
_265_,6.26µm
_111_,6.235µm
_103_,6.14µm
_153_,6.14µm
_207_,6.14µm
A[1],6.09µm
A[5],6.09µm
P[11],6.09µm
_235_,6.06µm
B[1],5.97µm
_174_,5.86µm
_044_,5.84µm
net71,5.84µm
net22,5.8µm
P[2],5.75µm
_034_,5.74µm
_135_,5.74µm
_140_,5.72µm
_150_,5.72µm
_156_,5.72µm
_201_,5.72µm
_028_,5.685µm
_036_,5.68µm
_129_,5.68µm
A[0],5.63µm
_124_,5.62µm
_081_,5.48µm
net25,5.48µm
P[9],5.41µm
_228_,5.4µm
_013_,5.38µm
_213_,5.38µm
_014_,5.36µm
_007_,5.34µm
_198_,5.34µm
_106_,5.315µm
B[0],5.29µm
B[2],5.29µm
_188_,5.26µm
_096_,5.21µm
net61,5.1µm
P[0],5.07µm
P[10],5.07µm
P[12],5.07µm
net56,5.015µm
A[2],4.95µm
A[3],4.95µm
B[3],4.95µm
_167_,4.94µm
_193_,4.94µm
_026_,4.88µm
_223_,4.88µm
_266_,4.88µm
_209_,4.76µm
P[8],4.73µm
_021_,4.7µm
_049_,4.66µm
_077_,4.48µm
_120_,4.46µm
_271_,4.46µm
net24,4.46µm
net66,4.46µm
_020_,4.44µm
net23,4.42µm
P[1],4.39µm
_069_,4.34µm
_148_,4.34µm
_270_,4.14µm
_000_,4µm
_083_,4µm
net54,3.9µm
_171_,3.88µm
_126_,3.78µm
_105_,3.64µm
_220_,3.54µm
_071_,3.52µm
_144_,3.42µm
_170_,3.32µm
_056_,3.22µm
_184_,3.22µm
_247_,3.22µm
_180_,3.2µm
_058_,3.18µm
_031_,3.1µm
_218_,3.1µm
net60,3.01µm
_255_,2.96µm
_214_,2.76µm
_181_,2.64µm
_091_,2.62µm
_250_,2.62µm
net51,2.62µm
net53,2.62µm
_022_,2.5µm
_038_,2.5µm
net50,2.38µm
_152_,2.16µm
net55,2.16µm
net64,2.16µm
_238_,2.04µm
_243_,2.04µm
_062_,1.82µm
_226_,1.73µm
_116_,1.72µm
_159_,1.7µm
net67,1.7µm
_204_,1.38µm
_008_,1.26µm
_252_,1.26µm
_131_,0.92µm
_143_,0.92µm
net52,0.92µm
_117_,0.46µm
