net,length_um
_0_,25.78µm
net2,23.12µm
net7,20.92µm
net3,20µm
net4,19.5µm
net1,19.2µm
_1_,14.48µm
net6,7.22µm
net5,6.78µm
P[0],5.75µm
P[2],5.75µm
B[1],5.63µm
P[3],5.07µm
B[0],4.95µm
A[0],4.61µm
A[1],4.61µm
P[1],4.39µm
net8,3.68µm
_2_,1.38µm
