net,length_um
net7,33.5µm
net5,24.6µm
net2,14.8µm
net1,11.78µm
net3,11.32µm
B[1],5.97µm
net4,5.84µm
P[0],5.75µm
P[1],5.07µm
P[2],5.07µm
A[0],4.95µm
A[1],4.61µm
B[0],4.61µm
net8,4.61µm
net6,3.88µm
