net,length_um
net8,31.02µm
net7,24.14µm
net2,20.08µm
net3,14.86µm
net1,13.46µm
net4,12.24µm
A[1],6.31µm
B[0],5.97µm
P[0],5.07µm
P[2],5.07µm
A[0],4.95µm
_0_,4.76µm
B[1],4.61µm
P[1],4.39µm
P[3],4.39µm
net5,4µm
net6,3.68µm
_1_,2.96µm
