net,length_um
net36,206.01µm
net38,189.36µm
net49,172.53µm
net32,171.23µm
net13,166.92µm
net37,157.6µm
net52,155.78µm
net6,138.94µm
net54,134.9µm
net46,130.07µm
net14,129.86µm
net42,113.42µm
net11,111.74µm
net47,111.1µm
net44,110.06µm
net4,104.52µm
net12,103.25µm
net7,100.92µm
net50,100.31µm
net35,100.16µm
net1,96.92µm
net34,93.92µm
net39,93.56µm
net10,89.98µm
net2,82.6µm
net51,80.34µm
net48,79.3µm
net16,76.98µm
net41,76.13µm
net15,72.74µm
net33,70.97µm
_266_,66.27µm
net9,64µm
_090_,61.525µm
_262_,61.24µm
_034_,60.76µm
_080_,59.32µm
net45,58.42µm
net8,57.06µm
_163_,55.55µm
_208_,54.78µm
_275_,51.46µm
net29,48.88µm
net5,48.76µm
net23,48.54µm
_123_,46.56µm
_021_,46.36µm
_191_,45.895µm
_093_,45.6µm
net62,44.86µm
net53,44.14µm
net40,43.76µm
_249_,43.64µm
net28,43.24µm
net17,42.94µm
_138_,41.74µm
net18,41.02µm
_162_,40.84µm
_037_,40.6µm
_180_,40.31µm
net30,40.24µm
net43,37.64µm
_075_,37.06µm
_192_,36.81µm
_103_,36.1µm
_276_,36.1µm
net31,35.74µm
_227_,34.52µm
_016_,34.5µm
_148_,32.46µm
_239_,32.435µm
_209_,32.2µm
_242_,32.12µm
_147_,30.7µm
_274_,29.98µm
_119_,29.94µm
_243_,29.585µm
_212_,29.3µm
net19,28.94µm
_134_,28.92µm
_161_,28.86µm
_084_,28.81µm
_039_,28.34µm
_256_,27.72µm
_152_,27.44µm
_220_,27.44µm
_150_,27.38µm
_237_,26.8µm
_252_,26.8µm
_133_,26.76µm
_007_,26.7µm
_158_,26.4µm
_058_,24.92µm
_205_,24.86µm
net55,24.8µm
_050_,24.46µm
_143_,24.34µm
_022_,24.3µm
_232_,23.5µm
_236_,23.12µm
net20,23.08µm
_064_,22.96µm
_135_,22.86µm
net3,22.46µm
_164_,22.1µm
_025_,21.8µm
_277_,21.64µm
_234_,21.56µm
_087_,21.54µm
net59,21.2µm
_198_,21.04µm
_068_,20.92µm
_023_,20.54µm
_168_,20.46µm
_196_,20.38µm
_184_,20.34µm
_247_,20.235µm
_169_,20.16µm
_082_,20.04µm
_032_,19.92µm
net22,19.86µm
_124_,19.82µm
_230_,19.66µm
_160_,19.48µm
_144_,19.3µm
_048_,19.02µm
_139_,19µm
_136_,18.92µm
_057_,18.9µm
_078_,18.88µm
_250_,18.88µm
_106_,18.74µm
_079_,18.7µm
_254_,18.44µm
_044_,18.34µm
_189_,17.82µm
_066_,17.6µm
_179_,17.48µm
_110_,17.4µm
_172_,17.28µm
_176_,17.28µm
_187_,17.06µm
_018_,16.9µm
net27,16.64µm
_259_,16.56µm
_027_,16.5µm
net21,16.44µm
_054_,16.41µm
_053_,16.32µm
_089_,16.18µm
_270_,16.14µm
_002_,15.8µm
_015_,15.68µm
_077_,15.64µm
_257_,15.64µm
_181_,15.4µm
_224_,15.4µm
P[13],15.36µm
P[12],15.24µm
_010_,15.22µm
_017_,15.06µm
_059_,15.06µm
_233_,14.98µm
_166_,14.85µm
_118_,14.77µm
_100_,14.6µm
_046_,14.57µm
_235_,14.54µm
_086_,14.48µm
_069_,14.46µm
_267_,14.22µm
_067_,14.18µm
_125_,14.06µm
_229_,13.78µm
_042_,13.72µm
_102_,13.64µm
_272_,13.64µm
_098_,13.58µm
_218_,13.56µm
net26,13.5µm
_036_,13.22µm
_003_,13.14µm
P[14],13.06µm
_014_,12.96µm
_245_,12.92µm
_140_,12.38µm
_258_,12.38µm
_255_,12.34µm
_200_,12.28µm
_031_,12.22µm
_020_,11.84µm
_001_,11.64µm
_127_,11.58µm
_271_,11.38µm
B[6],11.34µm
B[7],11.34µm
_126_,11.28µm
_105_,11.22µm
net25,11.12µm
_073_,10.96µm
_004_,10.92µm
_047_,10.92µm
_183_,10.775µm
_251_,10.76µm
_035_,10.74µm
_193_,10.74µm
_244_,10.74µm
_210_,10.675µm
net24,10.66µm
_083_,10.58µm
_137_,10.47µm
A[7],10.42µm
_188_,10.4µm
_049_,10.38µm
_115_,10.3µm
_028_,10.26µm
_120_,10.18µm
_116_,10.15µm
_011_,10.12µm
P[15],9.96µm
_061_,9.96µm
_132_,9.94µm
_222_,9.86µm
_165_,9.84µm
_238_,9.68µm
B[0],9.64µm
_000_,9.54µm
_141_,9.46µm
_149_,9.34µm
A[2],9.3µm
_221_,9.26µm
_265_,9.2µm
_174_,9.1µm
net57,9.08µm
P[2],8.96µm
P[3],8.96µm
P[4],8.96µm
P[5],8.96µm
_030_,8.9µm
_092_,8.9µm
_155_,8.9µm
A[3],8.84µm
A[0],8.72µm
A[1],8.72µm
A[4],8.72µm
B[5],8.72µm
_065_,8.7µm
_268_,8.64µm
_085_,8.6µm
_201_,8.6µm
_043_,8.58µm
_231_,8.54µm
net58,8.42µm
_206_,8.28µm
_226_,8.26µm
_096_,8.17µm
_063_,8.14µm
_029_,8.1µm
_194_,8.1µm
_142_,8.04µm
_177_,8.02µm
_264_,8.02µm
_131_,7.94µm
_214_,7.94µm
_117_,7.86µm
_186_,7.7µm
_008_,7.64µm
_038_,7.56µm
_130_,7.54µm
_171_,7.52µm
_045_,7.48µm
_213_,7.4µm
_261_,7.28µm
_202_,7.2µm
_157_,7.18µm
_121_,7.1µm
_159_,7.1µm
_204_,7.1µm
_240_,7.06µm
_167_,6.88µm
_112_,6.86µm
_170_,6.76µm
_024_,6.74µm
_095_,6.74µm
_109_,6.64µm
_051_,6.6µm
_211_,6.6µm
_056_,6.48µm
_074_,6.32µm
_197_,6.28µm
B[2],6.09µm
P[7],6.09µm
P[9],6.09µm
_253_,5.96µm
_128_,5.86µm
_175_,5.84µm
_041_,5.8µm
_207_,5.8µm
_273_,5.8µm
P[1],5.75µm
net63,5.74µm
_006_,5.72µm
_026_,5.72µm
_060_,5.7µm
_094_,5.7µm
A[6],5.63µm
_071_,5.48µm
_097_,5.46µm
A[5],5.41µm
B[3],5.41µm
B[4],5.41µm
_033_,5.4µm
_072_,5.38µm
_129_,5.28µm
_203_,5.26µm
_269_,5.26µm
_241_,5.24µm
P[10],5.19µm
_088_,5µm
_005_,4.92µm
_055_,4.92µm
_099_,4.88µm
P[8],4.85µm
_151_,4.8µm
_215_,4.8µm
_260_,4.8µm
_278_,4.76µm
P[6],4.73µm
_076_,4.68µm
B[1],4.61µm
net56,4.61µm
_108_,4.6µm
P[11],4.39µm
_154_,4.36µm
_040_,4.34µm
_195_,4.34µm
_114_,4.24µm
_013_,4µm
_107_,3.88µm
_173_,3.88µm
_225_,3.88µm
_246_,3.78µm
_062_,3.56µm
_081_,3.56µm
_223_,3.54µm
_009_,3.52µm
net75,3.37µm
_185_,3.22µm
_216_,3.22µm
_145_,3.11µm
_122_,3.1µm
_012_,3.08µm
_219_,3.08µm
_228_,3.08µm
_263_,3.08µm
_070_,2.76µm
_111_,2.5µm
_199_,2.5µm
_052_,2.3µm
_101_,2.3µm
_146_,2.18µm
_019_,2.16µm
_104_,2.16µm
_182_,2.16µm
_190_,2.16µm
_153_,2.04µm
_217_,2.04µm
_091_,1.7µm
_248_,1.7µm
_113_,1.48µm
_156_,1.48µm
_178_,0.46µm
