net,length_um
_181_,20.54µm
_234_,20.54µm
_000_,20.52µm
_056_,20.24µm
_153_,19.6µm
_131_,19.48µm
_269_,19.48µm
_171_,18.78µm
_220_,18.78µm
_049_,18.77µm
_074_,18.76µm
_043_,18.7µm
_249_,18.7µm
net33,18.32µm
net123,17.94µm
_006_,17.76µm
_011_,17.68µm
_024_,17.62µm
_023_,17.48µm
_224_,17.48µm
_091_,17.42µm
_163_,17.38µm
_115_,17.28µm
net23,17.18µm
_173_,17.08µm
_242_,16.94µm
_111_,16.9µm
_054_,16.68µm
_144_,16.68µm
_260_,16.56µm
_175_,16.37µm
_261_,16.34µm
_250_,16.26µm
net71,16.14µm
_162_,15.96µm
_033_,15.835µm
_164_,15.78µm
_034_,15.74µm
_052_,15.62µm
_077_,15.56µm
_125_,15.54µm
_237_,15.52µm
_191_,15.46µm
net10,15.38µm
P[12],15.36µm
_130_,15.36µm
_038_,15.3µm
_228_,14.87µm
_104_,14.82µm
_256_,14.65µm
_161_,14.56µm
_004_,14.48µm
_148_,14.28µm
_258_,14.26µm
_167_,14.24µm
_070_,14.1µm
_194_,13.88µm
_129_,13.81µm
net3,13.52µm
_254_,13.26µm
_229_,13.18µm
_245_,13.14µm
P[13],13.06µm
_116_,13µm
_124_,12.915µm
_117_,12.76µm
_214_,12.72µm
_155_,12.68µm
_099_,12.58µm
_221_,12.54µm
_068_,12.5µm
_263_,12.22µm
net73,12.18µm
_136_,12µm
net27,11.96µm
_142_,11.9µm
_113_,11.84µm
_198_,11.84µm
_215_,11.78µm
_206_,11.7µm
_219_,11.68µm
_265_,11.64µm
_020_,11.54µm
A[0],11.48µm
_248_,11.32µm
_109_,11.02µm
_210_,11.02µm
_121_,11µm
B[7],10.88µm
net74,10.88µm
net72,10.86µm
_051_,10.82µm
_238_,10.76µm
_127_,10.74µm
A[7],10.42µm
_266_,10.4µm
_204_,10.335µm
_126_,10.3µm
B[0],10.22µm
_200_,10.22µm
A[4],10.1µm
_264_,10.08µm
net61,10.08µm
_112_,10.005µm
net22,10µm
A[6],9.96µm
B[6],9.96µm
P[14],9.96µm
_093_,9.84µm
_119_,9.78µm
net24,9.78µm
_177_,9.76µm
_035_,9.7µm
_207_,9.66µm
B[1],9.64µm
P[15],9.62µm
_029_,9.49µm
net21,9.44µm
_150_,9.36µm
_169_,9.36µm
_095_,9.16µm
_058_,9.08µm
P[1],8.96µm
P[3],8.96µm
P[4],8.96µm
_154_,8.94µm
_226_,8.94µm
_190_,8.9µm
_211_,8.9µm
_022_,8.86µm
A[3],8.84µm
B[4],8.84µm
_031_,8.76µm
net26,8.74µm
A[1],8.72µm
B[5],8.72µm
_195_,8.72µm
_118_,8.62µm
_098_,8.365µm
A[2],8.26µm
_078_,8.24µm
_240_,8.2µm
_066_,8.15µm
net62,8.04µm
_172_,8.02µm
_100_,7.78µm
net56,7.705µm
_053_,7.66µm
net75,7.6µm
_044_,7.58µm
_157_,7.58µm
_063_,7.32µm
_235_,7.28µm
_141_,7.24µm
_196_,7.2µm
_046_,7.06µm
_013_,6.94µm
_008_,6.865µm
_007_,6.86µm
_158_,6.86µm
_092_,6.72µm
_268_,6.66µm
_189_,6.64µm
_088_,6.6µm
_128_,6.6µm
_152_,6.6µm
_184_,6.6µm
_097_,6.52µm
_065_,6.48µm
_247_,6.48µm
P[10],6.43µm
_002_,6.36µm
_057_,6.26µm
_259_,6.18µm
net120,6.18µm
A[5],6.09µm
P[7],6.09µm
_252_,6.02µm
_003_,5.96µm
net57,5.96µm
_076_,5.9µm
net122,5.9µm
_165_,5.86µm
net124,5.86µm
_025_,5.84µm
_208_,5.84µm
net131,5.84µm
_039_,5.8µm
_193_,5.8µm
B[3],5.75µm
P[2],5.75µm
_075_,5.74µm
_239_,5.74µm
_197_,5.72µm
_017_,5.6µm
_120_,5.6µm
_107_,5.555µm
_081_,5.48µm
P[8],5.41µm
P[9],5.41µm
_018_,5.26µm
_122_,5.26µm
_255_,5.26µm
_010_,5.24µm
_059_,5.14µm
B[2],5.07µm
P[0],5.07µm
P[11],5.07µm
P[5],5.07µm
_009_,4.94µm
_032_,4.92µm
_132_,4.92µm
_231_,4.92µm
_244_,4.92µm
net133,4.92µm
_016_,4.8µm
_021_,4.8µm
_072_,4.8µm
_187_,4.8µm
net119,4.68µm
_001_,4.6µm
_064_,4.48µm
_170_,4.48µm
_180_,4.48µm
net51,4.46µm
_213_,4.42µm
_216_,4.36µm
_050_,4.34µm
_055_,4.34µm
_151_,4.34µm
_168_,4.34µm
_251_,4.34µm
P[6],4.27µm
_243_,4.02µm
_005_,4µm
_123_,3.88µm
_166_,3.88µm
_182_,3.88µm
_199_,3.68µm
_262_,3.68µm
_137_,3.64µm
_069_,3.54µm
_090_,3.54µm
_108_,3.54µm
_205_,3.54µm
_227_,3.54µm
net59,3.38µm
_179_,3.22µm
_101_,3.08µm
_218_,3.08µm
_236_,3.06µm
_062_,2.76µm
_045_,2.62µm
_085_,2.62µm
_188_,2.5µm
_094_,2.38µm
_102_,2.3µm
_106_,2.18µm
_061_,2.16µm
net58,2.16µm
net129,2.16µm
_042_,2.11µm
_146_,2.06µm
_230_,2.04µm
net60,1.82µm
_176_,1.72µm
net127,1.6µm
net128,1.26µm
_149_,1.14µm
_036_,0.92µm
_084_,0.92µm
_140_,0.92µm
