net,length_um
net13,248.28µm
net15,166.88µm
net9,163.78µm
net6,156.84µm
net4,150.6µm
net8,149.96µm
net36,141.52µm
net34,137.815µm
net12,133.16µm
net45,130.82µm
net37,127.385µm
net11,123.665µm
net40,117.37µm
net74,115.94µm
net33,111.24µm
net3,110.86µm
net78,100.7µm
net44,96.155µm
net1,91.4µm
net35,91µm
net7,86.565µm
net2,80.36µm
net39,76.52µm
net43,74.34µm
net10,73.22µm
_040_,69.16µm
net51,68.94µm
net70,67.58µm
net16,64.94µm
net41,64.12µm
_057_,63.04µm
net14,61.96µm
_065_,59.1µm
net31,55.835µm
net32,53.96µm
_124_,53.66µm
net57,51.62µm
_190_,51µm
_203_,50.12µm
net5,50.06µm
_096_,47.12µm
net18,46.22µm
_023_,46.06µm
_026_,45.5µm
net30,44.9µm
net68,44.52µm
_095_,44.46µm
_182_,43.92µm
_089_,43.52µm
_084_,43.285µm
net19,42.08µm
_125_,41.88µm
net20,41.26µm
net60,41.24µm
_205_,40.74µm
net27,40.68µm
net28,40.34µm
_178_,40.14µm
_150_,39.94µm
_207_,39.64µm
net56,38.8µm
_045_,38.42µm
_222_,37.82µm
net77,37.4µm
_097_,36.12µm
_199_,36µm
net21,35.76µm
_135_,35.7µm
net38,35.6µm
_198_,35.14µm
net42,35.1µm
net47,34.5µm
net23,33µm
_092_,32.8µm
_121_,32.73µm
net29,32.62µm
_076_,32.4µm
_101_,31.61µm
_077_,31.36µm
_018_,31µm
_158_,30.74µm
_160_,30.58µm
net55,30.24µm
_066_,29.82µm
_068_,29.67µm
net22,29.24µm
_191_,29.2µm
_109_,29.16µm
_022_,28.78µm
_038_,28.66µm
net67,27.86µm
_208_,27.785µm
_054_,26.92µm
_126_,26.76µm
_036_,26.66µm
_197_,26.48µm
net48,26.42µm
_106_,25.32µm
net50,23.96µm
_227_,23.94µm
_130_,23.92µm
_009_,23.735µm
_220_,23.46µm
net58,23.2µm
_129_,23.16µm
_140_,23.04µm
_090_,22.86µm
_010_,22.62µm
_006_,22.54µm
_137_,21.76µm
_204_,21.72µm
_171_,21.62µm
_181_,21.42µm
_113_,21.2µm
_005_,21.04µm
_214_,20.58µm
_035_,20.46µm
_025_,20.32µm
_088_,20.3µm
_201_,20.2µm
_019_,20.175µm
_110_,19.9µm
_215_,19.9µm
_228_,19.6µm
_083_,19.58µm
_229_,19.44µm
_156_,19.215µm
_081_,19.1µm
_073_,19.08µm
_064_,18.74µm
_114_,18.06µm
_017_,17.9µm
_034_,17.88µm
_105_,17.88µm
_195_,17.77µm
_007_,17.72µm
_161_,17.4µm
_011_,17.32µm
_142_,17.26µm
_211_,17.22µm
_098_,17.18µm
_192_,17.08µm
_139_,16.64µm
_074_,16.3µm
_223_,16.3µm
_093_,15.96µm
_175_,15.92µm
_048_,15.84µm
_012_,15.16µm
net46,15.11µm
net26,14.84µm
_128_,14.78µm
_024_,14.6µm
_015_,14.52µm
net73,14.48µm
_004_,14.38µm
_234_,14.3µm
_062_,14.22µm
_029_,14.025µm
_120_,13.94µm
_086_,13.92µm
_127_,13.88µm
_221_,13.84µm
_033_,13.72µm
_206_,13.6µm
_145_,13.595µm
_224_,13.46µm
_196_,13.4µm
net72,13.36µm
_118_,13.18µm
P[10],13.06µm
P[11],13.06µm
P[12],13.06µm
P[14],13.06µm
_059_,13.04µm
_185_,12.84µm
_154_,12.7µm
_020_,12.68µm
_102_,12.62µm
_134_,12.57µm
_112_,12.5µm
_162_,12.32µm
_056_,12.2µm
P[13],12.14µm
_143_,12.04µm
_202_,12.02µm
_037_,11.96µm
_094_,11.96µm
_212_,11.94µm
_001_,11.92µm
_049_,11.88µm
net49,11.88µm
B[4],11.78µm
_041_,11.76µm
_152_,11.74µm
_031_,11.57µm
_116_,11.52µm
_217_,11.52µm
_177_,11.46µm
_209_,11.42µm
_226_,11.36µm
_069_,11.34µm
_108_,11.34µm
_216_,11.28µm
P[2],11.22µm
_173_,11.2µm
B[1],11.02µm
_075_,10.86µm
_144_,10.86µm
_032_,10.82µm
_138_,10.74µm
_233_,10.68µm
_072_,10.48µm
_051_,10.38µm
_184_,10.31µm
_159_,10.28µm
_046_,10.22µm
_193_,10.04µm
_055_,9.98µm
_070_,9.98µm
P[15],9.96µm
_014_,9.9µm
_027_,9.86µm
_213_,9.74µm
_099_,9.625µm
_194_,9.48µm
_163_,9.44µm
net54,9.3µm
B[2],9.18µm
_123_,9.16µm
_147_,9.16µm
_172_,9.01µm
P[3],8.96µm
_107_,8.92µm
_028_,8.9µm
A[1],8.84µm
A[2],8.84µm
B[3],8.84µm
_016_,8.82µm
_044_,8.78µm
A[3],8.72µm
B[0],8.72µm
_179_,8.68µm
net53,8.6µm
P[0],8.5µm
P[1],8.5µm
_141_,8.5µm
_231_,8.46µm
_091_,8.4µm
A[0],8.38µm
_021_,8.22µm
_200_,8.16µm
_188_,8.14µm
_008_,8.08µm
_189_,7.84µm
_013_,7.78µm
_003_,7.7µm
_164_,7.55µm
