net,length_um
_124_,6.98µm
_196_,6.98µm
_210_,6.94µm
P[7],6.89µm
_161_,6.82µm
A[5],6.77µm
_108_,6.74µm
_137_,6.72µm
_166_,6.66µm
_101_,6.6µm
net86,6.3µm
_046_,6.14µm
_242_,6.14µm
B[2],6.09µm
B[3],6.09µm
_267_,6.06µm
_008_,6.04µm
_059_,6.02µm
_051_,5.96µm
_236_,5.8µm
_240_,5.8µm
P[11],5.75µm
P[1],5.75µm
_141_,5.535µm
P[9],5.41µm
_132_,5.4µm
_259_,5.34µm
_265_,5.24µm
B[1],5.07µm
net68,4.94µm
_202_,4.93µm
_086_,4.92µm
_204_,4.92µm
_077_,4.9µm
_003_,4.76µm
_058_,4.76µm
_022_,4.68µm
A[4],4.61µm
_197_,4.42µm
_211_,4.42µm
P[0],4.39µm
P[10],4.39µm
P[8],4.39µm
_212_,4.34µm
_023_,4.22µm
_224_,4.14µm
_020_,4.1µm
_178_,4µm
_184_,4µm
_185_,3.98µm
_007_,3.68µm
net83,3.64µm
_183_,3.52µm
_168_,3.42µm
net59,3.3µm
_218_,3.22µm
net58,3.1µm
_266_,2.98µm
_264_,2.96µm
net84,2.84µm
_213_,2.74µm
_035_,2.7µm
_123_,2.62µm
_134_,2.62µm
_249_,2.62µm
net88,2.52µm
_090_,2.5µm
_198_,2.38µm
_222_,2.28µm
_191_,2.18µm
net56,2.18µm
_192_,2.16µm
_243_,2.16µm
net53,2.16µm
net70,2.16µm
_126_,2.04µm
_276_,1.84µm
_216_,1.7µm
_234_,1.7µm
net55,1.7µm
net93,1.7µm
net90,1.6µm
_080_,1.38µm
_110_,1.38µm
net62,1.02µm
_082_,0.92µm
_103_,0.92µm
