net,length_um
net4,25.06µm
net5,25.06µm
net1,9.94µm
net3,7.12µm
net2,6.52µm
P[0],5.75µm
B[1],5.63µm
net7,5.29µm
P[2],5.07µm
pp1,4.8µm
A[1],4.61µm
B[0],4.61µm
net6,4.61µm
pp3,0.46µm
