net,length_um
net2,26.28µm
net1,25.8µm
net3,24.82µm
net4,23.26µm
net7,22.76µm
net8,19.32µm
net6,6.72µm
net5,6.32µm
A[1],6.31µm
B[0],5.97µm
P[0],5.07µm
P[1],5.07µm
P[2],5.07µm
A[0],4.95µm
_0_,4.76µm
B[1],4.61µm
P[3],4.39µm
