net,length_um
net6,182.56µm
net4,177.38µm
net13,151.84µm
net5,151.26µm
net15,139.76µm
net12,138.22µm
net36,133.77µm
net34,132.14µm
net8,130.94µm
net35,130.33µm
net33,129.96µm
net11,109.93µm
net3,104.62µm
net39,102.64µm
net40,101.4µm
net9,96.22µm
net53,95.18µm
_213_,91.93µm
net10,82.66µm
net14,82.66µm
_078_,77.51µm
_006_,73.28µm
_046_,71.76µm
_011_,71.09µm
_164_,70.64µm
net2,69.76µm
_123_,66.28µm
net73,65.8µm
_238_,64.36µm
_215_,61.58µm
net30,59.8µm
net41,58.98µm
_163_,58.18µm
_047_,55.96µm
_188_,53.98µm
net31,53.48µm
_064_,52.76µm
net29,49.72µm
_209_,49.36µm
_257_,48.2µm
net28,46.86µm
_130_,46.74µm
net32,46.7µm
_240_,45.12µm
_069_,44.54µm
_273_,43.6µm
net44,43.35µm
net16,43.22µm
_224_,42.94µm
_263_,42.68µm
net42,42.42µm
net27,42µm
_223_,41.72µm
net38,41.66µm
net18,41.64µm
_146_,40.8µm
_218_,38.95µm
_266_,38.22µm
_251_,38.185µm
net19,37.22µm
_194_,37.08µm
_018_,37.02µm
_250_,36.92µm
_044_,36.4µm
_235_,36.34µm
_115_,35.98µm
net97,35.9µm
_023_,35.74µm
net7,35.68µm
_137_,35.4µm
_256_,35.2µm
_003_,34.94µm
_135_,34.02µm
_160_,33.78µm
_168_,33.35µm
_184_,32.46µm
_204_,32.38µm
_127_,32.1µm
_105_,31.56µm
_093_,31.5µm
_154_,31.5µm
_030_,31.26µm
_113_,31.155µm
_085_,31.12µm
net43,30.72µm
_088_,30.6µm
_214_,30.26µm
net26,29.9µm
net37,29.62µm
net75,28.76µm
_233_,28.37µm
net66,28.14µm
net46,28.06µm
_239_,27.98µm
_261_,27.66µm
_178_,27.48µm
net68,27.48µm
_082_,26.88µm
_136_,26.56µm
_237_,26.54µm
_121_,26.3µm
_246_,26.24µm
_264_,26.08µm
_010_,25.74µm
_140_,25.66µm
_025_,25.62µm
_060_,25.3µm
_037_,25.28µm
_033_,25.22µm
_104_,25.12µm
_185_,24.785µm
_026_,24.76µm
_174_,24.76µm
_147_,24.42µm
_227_,24.24µm
_254_,23.78µm
_089_,23.74µm
_182_,23.12µm
_247_,23.02µm
_097_,22.6µm
_165_,22.3µm
_144_,22.24µm
_134_,22.02µm
_118_,21.3µm
_054_,21.28µm
net47,21.24µm
_142_,21.2µm
_124_,21.1µm
net45,20.88µm
_152_,20.68µm
_041_,20.62µm
_131_,20.44µm
_042_,20.42µm
_221_,20.4µm
_099_,20.36µm
_126_,20.16µm
_081_,20.12µm
_207_,20.04µm
_032_,19.92µm
_190_,19.47µm
net95,19.34µm
_234_,19.12µm
_038_,18.94µm
_199_,18.835µm
_243_,18.72µm
net20,18.64µm
_112_,18.44µm
net71,18.12µm
_022_,17.9µm
_073_,17.9µm
P[14],17.64µm
_151_,17.62µm
_065_,17.4µm
net1,17.36µm
_024_,17.24µm
_051_,17.2µm
_100_,16.58µm
_035_,16.34µm
_242_,16.24µm
net69,16.18µm
P[13],16.04µm
_048_,16.04µm
_228_,15.94µm
_255_,15.9µm
_195_,15.86µm
_158_,15.48µm
_096_,15.44µm
_249_,15.395µm
_108_,15.1µm
_072_,14.64µm
_271_,14.6µm
