net,length_um
net5,25.98µm
net6,25.98µm
B[0],21.97µm
net4,18.14µm
net3,8.66µm
net2,6.18µm
A[1],5.97µm
net7,5.97µm
P[0],5.07µm
net1,4.82µm
A[0],4.61µm
B[1],4.61µm
P[1],4.39µm
P[2],4.39µm
pp2,3.54µm
pp1,1.84µm
