net,length_um
net4,35.8µm
net1,25.48µm
net2,20.6µm
P[1],10.32µm
A[1],10.08µm
B[0],10.08µm
B[1],10.08µm
P[2],9.86µm
P[3],9.86µm
P[0],8.96µm
A[0],8.72µm
net3,8.68µm
net5,8.08µm
net8,7.52µm
_0_,6.3µm
net7,2.96µm
net6,2.5µm
_1_,2.16µm
