net,length_um
net5,27.48µm
net4,20.92µm
net1,12.92µm
net3,9.5µm
B[1],5.97µm
net2,5.84µm
P[0],5.75µm
pp1,5.26µm
P[1],5.07µm
P[2],5.07µm
A[0],4.61µm
A[1],4.61µm
net7,4.61µm
net6,0.46µm
