net,length_um
net6,23.42µm
net2,21.52µm
net4,20.62µm
net7,20µm
net8,19.08µm
net5,18.86µm
net3,14.88µm
net1,13.08µm
P[0],5.75µm
P[2],5.75µm
B[0],5.63µm
P[3],5.07µm
A[0],4.95µm
A[1],4.61µm
B[1],4.61µm
P[1],4.39µm
