net,length_um
net6,154.62µm
net13,152.46µm
net43,148.79µm
net5,144.2µm
net41,133.89µm
net37,130.98µm
net47,127.92µm
net14,126.52µm
net42,115.88µm
_273_,114.28µm
net33,113.5µm
net35,108.44µm
net15,105.78µm
net38,105.3µm
net16,96.245µm
_041_,94.84µm
net36,92.74µm
net34,92.68µm
net11,90.64µm
_003_,89.26µm
net39,87.39µm
net44,82.86µm
net12,81.68µm
_001_,80.98µm
net9,77.795µm
net10,77.24µm
_060_,68.54µm
_078_,68.4µm
net3,67.3µm
net29,63.94µm
net48,63.89µm
_042_,63.62µm
net53,63.29µm
_146_,61.88µm
_218_,60µm
net19,59.68µm
_236_,59.35µm
net7,59.1µm
_097_,58.26µm
net30,57.76µm
net8,53.62µm
net28,53.38µm
net45,53.16µm
net62,52.26µm
_158_,50.66µm
net31,50.64µm
net26,50.5µm
net17,50.48µm
net27,50.08µm
_220_,49.92µm
net4,49.34µm
net20,49.26µm
_131_,48.6µm
net18,48.26µm
net49,47.94µm
_215_,45.74µm
_101_,43.54µm
_117_,42.94µm
net55,40.76µm
_099_,40.68µm
_203_,38.14µm
net40,37.62µm
_029_,37.36µm
_245_,36.6µm
_127_,36.54µm
_267_,36.46µm
_008_,36.22µm
_234_,36µm
_238_,35.95µm
_018_,35.92µm
_013_,34.46µm
_091_,33.82µm
_212_,33.76µm
_272_,32.85µm
_176_,32.84µm
_201_,31.68µm
_169_,31.12µm
_190_,30.32µm
_161_,30.2µm
_050_,29.62µm
net52,29.02µm
_155_,28.66µm
_171_,28.2µm
_094_,28.18µm
_014_,28.1µm
_247_,27.76µm
net25,27.22µm
_069_,27.1µm
_250_,26.92µm
_205_,26.68µm
_037_,26.62µm
_184_,26.44µm
_054_,25.84µm
_083_,25.5µm
net51,25.06µm
_244_,24.36µm
_049_,23.7µm
_252_,23.42µm
_149_,22.62µm
_115_,22.6µm
_242_,22.58µm
_226_,22.4µm
_121_,22.16µm
_166_,22.02µm
_256_,21.83µm
_026_,21.54µm
_072_,21.54µm
_186_,21.32µm
_057_,20.98µm
_260_,20.9µm
_228_,20.78µm
_231_,20.76µm
_173_,20.74µm
_262_,20.58µm
net60,20.2µm
_082_,20.06µm
_269_,19.88µm
_165_,19.28µm
_128_,18.98µm
net63,18.94µm
_039_,18.9µm
_221_,18.865µm
_093_,18.675µm
_058_,18.4µm
_063_,18.32µm
_265_,18.06µm
_194_,17.48µm
_232_,17.36µm
_080_,17.3µm
_175_,17.28µm
_162_,17.1µm
_217_,16.74µm
_103_,16.38µm
_088_,16.14µm
_136_,15.48µm
_064_,15.26µm
_079_,15.22µm
_164_,15.22µm
_243_,15.1µm
_120_,15.02µm
_141_,15.02µm
_123_,14.84µm
_107_,14.8µm
_046_,14.73µm
_142_,14.7µm
_043_,14.6µm
_237_,14.54µm
net22,14.54µm
_070_,14.04µm
P[15],13.98µm
net68,13.78µm
_109_,13.77µm
_140_,13.76µm
_268_,13.76µm
_104_,13.7µm
_016_,13.44µm
_112_,13.34µm
_012_,13.16µm
_006_,13.14µm
P[13],13.06µm
_241_,13.04µm
_020_,13.02µm
_147_,12.98µm
_266_,12.84µm
_062_,12.74µm
B[6],12.72µm
_071_,12.72µm
_264_,12.7µm
_132_,12.66µm
_053_,12.62µm
_065_,12.62µm
_108_,12.62µm
_157_,12.58µm
_035_,12.56µm
_276_,12.46µm
_139_,12.34µm
_192_,12.16µm
_180_,12.12µm
_000_,12.04µm
_183_,12.04µm
_187_,11.88µm
_061_,11.84µm
_023_,11.82µm
_137_,11.82µm
_259_,11.78µm
_202_,11.7µm
_160_,11.68µm
_122_,11.66µm
_193_,11.56µm
_196_,11.54µm
_134_,11.38µm
A[6],11.34µm
A[7],11.34µm
_253_,11.26µm
_045_,11.24µm
_110_,11.2µm
_177_,11.2µm
_010_,11.18µm
_174_,11.14µm
_151_,10.96µm
_111_,10.955µm
_258_,10.92µm
_024_,10.86µm
_144_,10.86µm
_044_,10.84µm
net54,10.82µm
_255_,10.8µm
_085_,10.74µm
A[5],10.68µm
net2,10.64µm
net61,10.6µm
_263_,10.5µm
P[14],10.42µm
_249_,10.42µm
_198_,10.4µm
_159_,10.34µm
_170_,10.26µm
_124_,10.24µm
_224_,10.2µm
_154_,10.18µm
B[7],10.08µm
_034_,10.08µm
_027_,10µm
_133_,9.96µm
_015_,9.9µm
net58,9.9µm
_005_,9.8µm
P[7],9.76µm
_204_,9.52µm
_251_,9.4µm
net50,9.4µm
_092_,9.28µm
_188_,9.24µm
_153_,9.2µm
_200_,9.18µm
_181_,9.04µm
_036_,9.02µm
_195_,9.02µm
P[4],8.96µm
P[5],8.96µm
P[6],8.96µm
_225_,8.94µm
_206_,8.78µm
A[4],8.72µm
_138_,8.58µm
_033_,8.56µm
_074_,8.48µm
_246_,8.4µm
_216_,8.36µm
_096_,8.32µm
_076_,8.24µm
_271_,8.2µm
_007_,8.14µm
_118_,8.14µm
_113_,8.12µm
_125_,8.1µm
_227_,8.1µm
net23,8.04µm
_213_,8.02µm
_163_,7.98µm
_102_,7.94µm
_047_,7.8µm
_233_,7.78µm
_209_,7.66µm
net57,7.64µm
_048_,7.63µm
_208_,7.58µm
_248_,7.56µm
net32,7.54µm
_038_,7.36µm
_143_,7.2µm
_199_,7.12µm
_028_,6.94µm
_002_,6.76µm
_017_,6.72µm
_275_,6.72µm
_167_,6.6µm
P[12],6.43µm
_040_,6.4µm
_105_,6.4µm
net65,6.36µm
A[1],6.31µm
_254_,6.3µm
_056_,6.14µm
_235_,6.14µm
B[5],6.09µm
B[1],5.97µm
_156_,5.84µm
_207_,5.84µm
P[1],5.75µm
P[9],5.75µm
_114_,5.74µm
_086_,5.72µm
_129_,5.68µm
P[10],5.53µm
_098_,5.52µm
net1,5.48µm
_106_,5.4µm
_274_,5.4µm
_179_,5.38µm
A[0],5.29µm
B[2],5.29µm
_022_,5.28µm
net24,5.26µm
_087_,5.225µm
_135_,5.22µm
net21,5.1µm
A[2],5.07µm
A[3],5.07µm
B[3],5.07µm
P[2],5.07µm
_052_,5.06µm
P[8],4.85µm
_004_,4.82µm
_055_,4.8µm
_067_,4.8µm
_189_,4.8µm
_090_,4.76µm
net64,4.76µm
net59,4.66µm
B[0],4.61µm
B[4],4.61µm
_059_,4.6µm
net46,4.56µm
_077_,4.48µm
_145_,4.48µm
_185_,4.48µm
_229_,4.42µm
P[11],4.39µm
P[3],4.39µm
_031_,4.34µm
_019_,4µm
_073_,3.88µm
_270_,3.76µm
_081_,3.66µm
_025_,3.56µm
_126_,3.56µm
_084_,3.54µm
_100_,3.42µm
net56,3.3µm
_051_,3.22µm
_150_,3.22µm
_075_,3.08µm
_119_,3.08µm
_172_,3.08µm
_197_,3.08µm
_210_,3.08µm
_211_,3.08µm
_261_,3.08µm
_089_,2.96µm
_032_,2.84µm
_066_,2.62µm
_219_,2.52µm
_230_,2.41µm
_223_,2.4µm
_257_,2.4µm
_011_,2.31µm
_168_,2.3µm
_182_,2.3µm
_009_,2.18µm
_068_,2.18µm
_191_,2.18µm
_240_,2.18µm
_116_,2.16µm
_222_,2.16µm
_030_,2.06µm
_148_,2.04µm
_095_,1.84µm
_130_,1.84µm
net69,1.6µm
_239_,1.48µm
_214_,1.38µm
_178_,1.14µm
_152_,0.8µm
_021_,0.46µm
