net,length_um
net2,28.04µm
net3,26.64µm
net4,20.985µm
net5,18µm
net1,16.7µm
_1_,11.34µm
A[0],10.08µm
P[1],9.86µm
A[1],6.31µm
P[0],5.75µm
net8,5.26µm
P[2],5.07µm
net6,4.8µm
B[0],4.61µm
net7,4.46µm
P[3],4.39µm
B[1],4.27µm
_0_,3.08µm
