net,length_um
net2,40.395µm
net4,35.48µm
net3,34.54µm
_04_,26.92µm
net1,26.42µm
_02_,23.7µm
_00_,15.6µm
_05_,13.74µm
P[2],10.32µm
_08_,10.32µm
_01_,10.2µm
net6,7.68µm
net5,7.58µm
B[1],5.97µm
P[0],5.75µm
A[0],5.63µm
P[3],5.07µm
A[1],4.61µm
B[0],4.61µm
P[1],4.39µm
_06_,4.32µm
net7,3.88µm
_03_,3.42µm
net8,2.64µm
_07_,1.14µm
