net,length_um
net3,38.56µm
net4,38.26µm
net1,33.58µm
net2,30.08µm
_03_,15.8µm
_02_,13.04µm
net6,12.62µm
P[2],10.32µm
P[0],8.96µm
net7,7.32µm
_00_,7.22µm
net8,6.3µm
A[0],5.97µm
B[0],5.29µm
P[1],5.07µm
B[1],4.61µm
P[3],4.39µm
A[1],4.27µm
net5,2.84µm
_01_,2.62µm
