net,length_um
net4,105.48µm
net2,104.54µm
net7,95.3µm
net3,89.18µm
net8,88.78µm
net1,86.54µm
net6,84.96µm
net5,83.8µm
_0_,17.36µm
P[0],12.02µm
_1_,6.98µm
A[1],6.09µm
B[1],6.09µm
P[2],6.09µm
P[1],5.75µm
A[0],4.95µm
B[0],4.95µm
P[3],4.73µm
