net,length_um
_013_,13.58µm
_098_,13.56µm
_126_,13.525µm
_100_,13.34µm
_241_,13.2µm
P[14],13.06µm
P[15],13.06µm
_000_,13.06µm
_200_,13.04µm
_220_,13.04µm
_162_,12.96µm
_092_,12.94µm
_068_,12.76µm
_005_,12.5µm
_250_,12.38µm
_107_,12.345µm
_109_,12.26µm
A[4],12.24µm
P[13],12.14µm
_239_,12.12µm
_158_,11.64µm
B[7],11.34µm
net22,11.24µm
_112_,11.21µm
_033_,11.2µm
_079_,11.2µm
_176_,11.04µm
net21,10.92µm
B[6],10.88µm
_234_,10.84µm
net14,10.78µm
net61,10.74µm
_195_,10.66µm
_151_,10.5µm
_243_,10.26µm
_254_,10.24µm
_039_,10.18µm
_066_,10.12µm
A[0],10.1µm
B[5],10.1µm
_093_,10.08µm
_054_,9.96µm
_180_,9.94µm
_022_,9.78µm
_189_,9.78µm
P[6],9.76µm
_129_,9.7µm
A[3],9.64µm
_101_,9.62µm
_113_,9.54µm
_045_,9.48µm
_069_,9.44µm
_155_,9.38µm
A[2],9.3µm
_060_,9.26µm
_042_,9.14µm
_096_,9.04µm
P[3],8.96µm
P[4],8.96µm
P[5],8.96µm
_029_,8.94µm
_001_,8.92µm
_198_,8.89µm
_171_,8.86µm
B[0],8.84µm
A[1],8.72µm
B[4],8.72µm
_059_,8.62µm
_053_,8.5µm
_094_,8.44µm
_216_,8.42µm
_099_,8.27µm
_246_,8.14µm
_190_,8.12µm
_046_,8.02µm
net67,7.94µm
_131_,7.92µm
_215_,7.86µm
_174_,7.78µm
net66,7.74µm
_128_,7.66µm
_227_,7.64µm
_035_,7.6µm
_085_,7.56µm
_184_,7.56µm
_256_,7.52µm
_267_,7.42µm
_245_,7.4µm
_056_,7.32µm
_122_,7µm
_152_,6.98µm
P[8],6.89µm
_065_,6.78µm
_036_,6.64µm
_132_,6.64µm
_017_,6.6µm
_064_,6.5µm
_032_,6.48µm
_137_,6.4µm
net32,6.2µm
_018_,6.18µm
_086_,6.18µm
_166_,6.14µm
_016_,6.12µm
A[5],6.09µm
P[9],6.09µm
A[7],5.97µm
_178_,5.94µm
_212_,5.94µm
_077_,5.88µm
_007_,5.86µm
_170_,5.86µm
_123_,5.84µm
_146_,5.82µm
P[11],5.75µm
P[2],5.75µm
_204_,5.72µm
P[7],5.53µm
B[3],5.41µm
_008_,5.385µm
_118_,5.38µm
_222_,5.38µm
net65,5.38µm
_070_,5.34µm
_076_,5.28µm
_090_,5.26µm
_263_,5.26µm
net57,5.22µm
_020_,5.12µm
B[1],4.95µm
_003_,4.94µm
_104_,4.94µm
_188_,4.92µm
_091_,4.88µm
P[10],4.85µm
_148_,4.82µm
_102_,4.8µm
_141_,4.8µm
A[6],4.61µm
B[2],4.61µm
net54,4.61µm
_047_,4.6µm
_165_,4.6µm
_197_,4.46µm
_253_,4.42µm
P[1],4.39µm
_168_,4.24µm
_194_,4.22µm
_257_,4.22µm
_037_,4.2µm
_025_,4.02µm
_154_,4.02µm
_259_,4µm
net59,4µm
_021_,3.88µm
_175_,3.88µm
_108_,3.76µm
_120_,3.76µm
_235_,3.74µm
_121_,3.54µm
net56,3.54µm
_269_,3.42µm
_272_,3.42µm
_051_,3.32µm
net55,3.18µm
_106_,3.18µm
_185_,3.08µm
_232_,2.76µm
_010_,2.64µm
_082_,2.64µm
_207_,2.64µm
_002_,2.62µm
_157_,2.62µm
_248_,2.62µm
_249_,2.62µm
_214_,2.52µm
_058_,2.5µm
_209_,2.5µm
_218_,2.5µm
_062_,2.3µm
_179_,2.3µm
_073_,2.16µm
_223_,2.16µm
net60,2.16µm
_231_,2.09µm
_043_,2.04µm
_229_,1.92µm
net63,1.84µm
_009_,1.7µm
_095_,1.7µm
_201_,1.7µm
net62,1.7µm
_266_,1.38µm
_087_,1.14µm
_140_,0.92µm
_183_,0.92µm
_210_,0.92µm
_150_,0.8µm
