net,length_um
net7,105.42µm
net6,101.52µm
net2,94.94µm
net8,94.3µm
net5,90.66µm
net4,89.395µm
net3,85.195µm
net1,81.26µm
_0_,12.72µm
P[0],12.02µm
_1_,6.2µm
B[1],6.09µm
P[2],6.09µm
P[1],5.75µm
A[1],5.41µm
B[0],5.29µm
P[3],4.73µm
A[0],4.61µm
_2_,3.76µm
