net,length_um
net6,187.76µm
net4,177.06µm
net5,155.84µm
net41,153.82µm
net36,145.68µm
net13,141.37µm
net8,130.61µm
net40,123.53µm
net34,120.02µm
net12,119.26µm
net39,112.26µm
net35,111µm
_217_,102.36µm
net14,87.17µm
_013_,84.78µm
net11,82.1µm
net70,80.08µm
net9,79.2µm
net10,79µm
net42,78.82µm
_242_,77.36µm
_166_,76.56µm
_008_,73.74µm
_048_,71.8µm
_167_,70.42µm
net58,69.5µm
net7,67.96µm
net15,67.56µm
_049_,65.58µm
_081_,65.46µm
_215_,63.52µm
_126_,63.42µm
net16,63.22µm
net31,61.14µm
net30,59.7µm
net2,58.82µm
_193_,58.015µm
net32,57.92µm
_148_,56.04µm
net46,55.62µm
_133_,54.46µm
net29,53.8µm
net27,52.94µm
net55,51.06µm
_067_,50.72µm
net28,50.62µm
net18,47.8µm
_212_,47.64µm
net3,47.46µm
net19,46.46µm
_046_,46.14µm
net45,45.84µm
net56,44.68µm
_208_,44.64µm
_020_,42.86µm
net43,42.38µm
_024_,42.34µm
net44,42.1µm
_001_,41.94µm
net38,40.54µm
net33,40.12µm
net52,39.36µm
_146_,38.9µm
_138_,38.76µm
net94,38.44µm
_199_,38.27µm
net37,37.86µm
_244_,37.78µm
_137_,36.7µm
_107_,36.66µm
_265_,36.62µm
_221_,36.505µm
_214_,36.2µm
_268_,35.6µm
_267_,35.54µm
_261_,35.42µm
_043_,34.1µm
_072_,33.81µm
_270_,33.6µm
_121_,33.3µm
_156_,32.5µm
_145_,32.02µm
_163_,32.02µm
_063_,31.8µm
_239_,31.72µm
_100_,31.58µm
_152_,30.14µm
_032_,29.94µm
_026_,29.9µm
_035_,29.88µm
_130_,29.86µm
_180_,29.54µm
_228_,29.28µm
_115_,28.82µm
_118_,28.6µm
_243_,27.94µm
_096_,27.86µm
_255_,27.565µm
_127_,26.96µm
_116_,26.47µm
_260_,26.46µm
_134_,26.28µm
_241_,26.12µm
_102_,26µm
_258_,25.64µm
_142_,25.32µm
net61,24.84µm
_250_,24.74µm
_027_,24.62µm
net26,24.48µm
_189_,24.345µm
_091_,23.84µm
_103_,23.72µm
_039_,23.6µm
_154_,23.5µm
_143_,23.36µm
_056_,23.22µm
_254_,23.2µm
_038_,23.08µm
_253_,22.925µm
_238_,22.68µm
_034_,22.62µm
net20,22.62µm
_219_,22.3µm
_062_,21.82µm
_186_,21.82µm
_092_,21.65µm
_188_,21.62µm
net92,21.58µm
_171_,21.42µm
_139_,21.38µm
_223_,21.08µm
_085_,20.955µm
_136_,20.78µm
_264_,20.42µm
_021_,20.28µm
_231_,20.1µm
_159_,20.08µm
_210_,20.04µm
_251_,19.92µm
_028_,19.76µm
_204_,19.74µm
_033_,19.36µm
_176_,19.14µm
_099_,18.98µm
_059_,18.6µm
net65,18.4µm
_012_,18.255µm
_068_,17.86µm
_237_,17.64µm
_224_,17.62µm
_232_,17.48µm
_245_,17.26µm
_084_,17.02µm
_044_,16.84µm
_234_,16.64µm
_150_,16.6µm
_173_,16.48µm
_248_,16.46µm
_073_,16.32µm
_195_,16.215µm
_259_,16.12µm
_123_,15.89µm
_168_,15.72µm
net90,15.68µm
_023_,15.665µm
_129_,15.62µm
_075_,15.5µm
_016_,15.26µm
_111_,15.26µm
net1,15.1µm
P[15],14.9µm
net25,14.88µm
P[12],14.44µm
net88,14.42µm
_053_,14.3µm
_194_,14.04µm
_236_,13.98µm
_037_,13.96µm
_097_,13.94µm
_004_,13.68µm
B[6],13.64µm
net97,13.5µm
_054_,13.38µm
_064_,13.34µm
_183_,13.34µm
_247_,13.2µm
_172_,13.115µm
_108_,13.08µm
P[14],13.06µm
_005_,12.96µm
net47,12.9µm
_088_,12.88µm
_161_,12.84µm
_158_,12.58µm
_207_,12.5µm
_157_,12.42µm
_006_,12.34µm
_065_,12.3µm
_045_,12.16µm
P[13],12.14µm
_205_,12.08µm
_179_,12.04µm
net91,12.02µm
net86,11.8µm
_165_,11.78µm
_227_,11.68µm
_101_,11.6µm
_098_,11.46µm
_125_,11.44µm
_225_,11.38µm
B[7],11.34µm
_151_,11.32µm
_009_,11.28µm
_076_,11.2µm
_220_,11.2µm
_181_,11.1µm
net73,11.02µm
A[6],10.88µm
_110_,10.86µm
_162_,10.78µm
