net,length_um
net46,203.64µm
net47,174.16µm
net4,153.14µm
net3,148.68µm
net44,148.22µm
net33,147.84µm
net37,142.04µm
net36,131.605µm
net9,130.47µm
net42,127.31µm
net40,125.62µm
net45,123.38µm
net41,119.17µm
net34,117.9µm
net51,116.32µm
net11,112.06µm
net35,110.56µm
net13,107µm
net59,106.16µm
net6,99.36µm
net10,98.32µm
net2,96.68µm
net56,95.56µm
net15,90.58µm
net50,89.09µm
net52,81.64µm
net62,80.72µm
net12,78.5µm
net38,72.72µm
net48,70.24µm
net27,68.88µm
_126_,68.74µm
net5,68.16µm
_265_,66.08µm
_040_,65.94µm
net16,64.46µm
net8,63.3µm
net1,62.26µm
net14,61.275µm
_039_,61.12µm
_256_,57.84µm
_020_,57.06µm
net43,55.9µm
_210_,55.76µm
_141_,55.62µm
_058_,52.66µm
_094_,52.02µm
_013_,50.7µm
net7,50.46µm
net49,48.62µm
net39,47.47µm
_197_,47.46µm
_209_,46.68µm
_154_,45.32µm
_157_,44.16µm
_026_,42.22µm
_064_,42.1µm
_014_,40.55µm
net32,40.34µm
_011_,40.06µm
net18,39.02µm
net54,38.88µm
net31,38.52µm
_048_,38.38µm
net30,38.38µm
_177_,38.34µm
net28,37.12µm
_264_,36.84µm
net53,36.7µm
_184_,36.58µm
_237_,36.19µm
_072_,35.5µm
_158_,35.26µm
_000_,34.46µm
_232_,33.84µm
_186_,33.8µm
_212_,33.08µm
_206_,32.76µm
_027_,32.54µm
_086_,32.34µm
_114_,32.12µm
_251_,31.7µm
_079_,31.58µm
_172_,31.4µm
net29,31.24µm
_059_,30.96µm
net19,30.82µm
_056_,30.76µm
_067_,30.62µm
_194_,29.94µm
_023_,29.08µm
_090_,28.94µm
_144_,27.4µm
_142_,27.03µm
_245_,26.82µm
_252_,26.64µm
net60,25.56µm
_024_,25.4µm
_258_,25.08µm
_188_,24.9µm
_055_,24.02µm
_004_,23.22µm
_161_,22.12µm
_131_,22.04µm
_017_,22.01µm
_228_,21.58µm
_084_,21.5µm
_036_,21.46µm
_075_,21.08µm
_199_,21.08µm
_136_,20.84µm
_229_,20.42µm
_129_,20.38µm
_116_,20.195µm
_096_,20.02µm
_180_,19.9µm
_222_,19.88µm
net20,19.58µm
_238_,19.36µm
_099_,18.84µm
_191_,18.74µm
net26,18.4µm
_230_,18.36µm
_025_,18.24µm
_103_,18.09µm
_065_,18.06µm
_242_,17.92µm
_033_,17.7µm
_165_,17.66µm
_162_,17.4µm
_109_,17.24µm
_047_,17.18µm
_221_,17.11µm
_078_,17.1µm
_111_,17.09µm
_098_,17.02µm
_261_,16.865µm
net65,16.86µm
_236_,16.76µm
net21,16.52µm
_200_,16.36µm
_169_,16.1µm
_259_,15.88µm
_076_,15.84µm
_032_,15.76µm
net58,15.76µm
_117_,15.72µm
_052_,15.66µm
_107_,15.62µm
_219_,15.52µm
_074_,15.48µm
P[11],15.36µm
_181_,15.26µm
_010_,15.14µm
_216_,14.92µm
_089_,14.8µm
_243_,14.72µm
_218_,14.63µm
_160_,14.6µm
P[10],14.44µm
_093_,14.22µm
P[13],14.1µm
_135_,14.1µm
_128_,14.02µm
_202_,13.76µm
_215_,13.76µm
_176_,13.645µm
_041_,13.6µm
_248_,13.6µm
_190_,13.5µm
_101_,13.42µm
_070_,13.38µm
_244_,13.38µm
_132_,13.34µm
_124_,13.26µm
_204_,13.08µm
_110_,13µm
_043_,12.98µm
_034_,12.86µm
_145_,12.76µm
A[5],12.72µm
_249_,12.46µm
_069_,12.42µm
_007_,12.36µm
_207_,12.34µm
_196_,12.3µm
A[1],12.24µm
_250_,12.24µm
P[14],12.14µm
_153_,12.14µm
_018_,12.08µm
_029_,12.04µm
_247_,11.88µm
_137_,11.7µm
net23,11.7µm
_147_,11.66µm
