net,length_um
net1,30.945µm
net3,27.88µm
_01_,14.76µm
net4,14.52µm
_00_,14.42µm
net6,13.86µm
A[0],11µm
A[1],11µm
P[3],10.32µm
B[1],10.08µm
P[0],9.86µm
P[1],8.96µm
P[2],8.96µm
B[0],8.72µm
net7,7.94µm
net2,7.66µm
net8,6.74µm
_03_,5.38µm
net5,3.88µm
_02_,2.96µm
