net,length_um
net13,271.6µm
net6,214.52µm
net9,166.52µm
net4,162.62µm
net11,155.94µm
net39,153.895µm
net41,153.34µm
net15,152.095µm
net10,127.21µm
net12,126.36µm
net36,125.43µm
net14,124.3µm
net16,123.5µm
net38,117.04µm
net3,114.22µm
net33,110.975µm
net8,105.9µm
net40,98.28µm
net47,89.8µm
net35,89.12µm
net1,89.06µm
net5,82.96µm
_044_,81.58µm
net62,76.28µm
_221_,74.26µm
_243_,69.8µm
_081_,66.08µm
_194_,64.74µm
net26,64.54µm
_222_,63.06µm
_033_,62.84µm
_149_,62.1µm
net34,61.54µm
net67,61.02µm
net27,59.48µm
_066_,57.715µm
_130_,56.22µm
_165_,55.68µm
net30,55.34µm
_120_,54.72µm
net7,54.7µm
net32,54.56µm
_098_,54.52µm
_012_,53.56µm
net31,51.48µm
_049_,49.36µm
_260_,49.32µm
net29,49.28µm
net28,48.92µm
_220_,47.33µm
net56,46.69µm
_060_,46.52µm
_110_,46.34µm
_246_,45.02µm
_167_,44.92µm
_005_,43.92µm
_213_,43.72µm
_050_,43.26µm
net20,42.14µm
_218_,40µm
net18,39.04µm
_087_,37.02µm
_200_,36.36µm
_181_,36.26µm
_016_,36.08µm
net60,35.46µm
net19,35.06µm
_212_,33.94µm
_015_,32.57µm
_155_,32.18µm
_025_,31.84µm
_230_,31.84µm
net54,31.78µm
_037_,31.32µm
_150_,31.24µm
_271_,30.74µm
_264_,30.56µm
_018_,30.32µm
_112_,29.94µm
_189_,28.74µm
_048_,28.32µm
_224_,28.18µm
_190_,27.51µm
_242_,26.9µm
_251_,26.9µm
_121_,26.56µm
_100_,26.5µm
_152_,26.31µm
_024_,26.18µm
_266_,26.18µm
_055_,25.92µm
_196_,25.2µm
_237_,24.62µm
_026_,24.54µm
_010_,24.32µm
_173_,23.1µm
_003_,22.76µm
_158_,22.74µm
_067_,22.58µm
_276_,22.38µm
_062_,22.1µm
_227_,22.02µm
_095_,21.8µm
_162_,21.34µm
_208_,21.12µm
_008_,21µm
_219_,20.96µm
net55,20.92µm
_195_,20.65µm
_267_,20.44µm
_104_,20.31µm
_075_,20.3µm
_030_,20.28µm
_101_,20.2µm
_253_,20.08µm
_094_,20.03µm
_063_,19.82µm
_229_,19.82µm
_176_,19.68µm
_171_,19.54µm
_105_,19.4µm
_065_,19.31µm
_114_,19.04µm
_123_,18.94µm
net51,18.7µm
net25,18.66µm
_239_,18.62µm
_142_,18.6µm
_157_,18.53µm
_252_,18.52µm
_023_,18.4µm
_109_,18.4µm
_014_,18.36µm
_089_,18.06µm
_210_,18.02µm
_000_,18.01µm
_263_,17.94µm
_027_,17.36µm
_225_,17.16µm
_138_,17.1µm
_203_,16.94µm
_127_,16.86µm
_245_,16.595µm
_043_,16.32µm
_187_,16.26µm
_009_,16.22µm
_231_,16.22µm
_161_,16.18µm
_036_,16.06µm
net37,15.96µm
_041_,15.94µm
_261_,15.94µm
_182_,15.88µm
_113_,15.8µm
_056_,15.76µm
_146_,15.76µm
_205_,15.72µm
_144_,15.68µm
_022_,15.5µm
_045_,15.26µm
_090_,15.14µm
_250_,15.065µm
_179_,15.04µm
_233_,14.98µm
_164_,14.92µm
_135_,14.9µm
_019_,14.8µm
_270_,14.78µm
_021_,14.72µm
_073_,14.68µm
net23,14.68µm
_168_,14.52µm
_255_,14.435µm
_172_,14.26µm
net2,14.06µm
_209_,13.755µm
_254_,13.64µm
_079_,13.6µm
_143_,13.58µm
_275_,13.3µm
_128_,13.26µm
_178_,13.1µm
_097_,13.08µm
P[11],13.06µm
_084_,13µm
_004_,12.84µm
_238_,12.76µm
_197_,12.74µm
net24,12.58µm
_001_,12.46µm
_074_,12.46µm
_083_,12.38µm
_118_,12.375µm
_006_,12.34µm
_240_,12.34µm
P[10],12.14µm
_076_,12.12µm
_273_,12.12µm
_077_,12µm
P[12],11.92µm
_059_,11.82µm
_204_,11.82µm
_086_,11.81µm
_241_,11.78µm
_228_,11.7µm
net45,11.7µm
P[0],11.68µm
_136_,11.6µm
_032_,11.46µm
_051_,11.38µm
_133_,11.28µm
P[1],11.24µm
_052_,11.24µm
_226_,11.22µm
_232_,11.2µm
_031_,11.04µm
A[0],11.02µm
B[2],11.02µm
_068_,10.92µm
A[4],10.88µm
B[4],10.88µm
_170_,10.78µm
_028_,10.77µm
_256_,10.68µm
_107_,10.62µm
A[5],10.42µm
_125_,10.4µm
_160_,10.24µm
net17,10.16µm
_029_,10µm
_244_,9.96µm
net42,9.945µm
_072_,9.94µm
_099_,9.86µm
_265_,9.86µm
_188_,9.66µm
_159_,9.63µm
_057_,9.48µm
_186_,9.44µm
_069_,9.32µm
_235_,9.24µm
_119_,9.22µm
_207_,9.16µm
_169_,9.05µm
_137_,9.02µm
P[2],8.96µm
_020_,8.94µm
_206_,8.94µm
_184_,8.9µm
_013_,8.86µm
_124_,8.86µm
A[2],8.84µm
B[0],8.84µm
A[1],8.72µm
A[3],8.72µm
B[1],8.72µm
B[3],8.72µm
net52,8.62µm
_106_,8.58µm
_103_,8.52µm
_122_,8.44µm
_247_,8.44µm
_248_,8.315µm
_139_,8.27µm
_108_,8.2µm
_268_,8.16µm
_111_,8.06µm
_132_,8.06µm
_215_,8.02µm
_134_,8µm
net61,8µm
_216_,7.9µm
_093_,7.7µm
_166_,7.7µm
_223_,7.66µm
_017_,7.62µm
_061_,7.58µm
net21,7.56µm
_269_,7.4µm
_151_,7.18µm
_131_,7.14µm
_085_,7.06µm
_183_,7.06µm
_042_,6.98µm
P[7],6.89µm
net49,6.78µm
A[7],6.77µm
_035_,6.74µm
net46,6.72µm
_177_,6.48µm
_201_,6.48µm
_080_,6.32µm
_156_,6.3µm
_234_,6.3µm
_126_,6.28µm
P[15],6.21µm
_141_,6.18µm
_199_,6.18µm
P[4],6.09µm
_180_,6.06µm
net57,5.94µm
_092_,5.9µm
P[14],5.87µm
net43,5.86µm
_116_,5.84µm
_117_,5.84µm
_214_,5.84µm
P[3],5.75µm
P[5],5.75µm
P[6],5.75µm
_140_,5.72µm
_147_,5.72µm
_198_,5.72µm
net68,5.72µm
_091_,5.68µm
_011_,5.6µm
_082_,5.6µm
_259_,5.6µm
_274_,5.56µm
A[6],5.41µm
_257_,5.38µm
_236_,5.36µm
_054_,5.14µm
_191_,5.14µm
P[13],5.07µm
_154_,5.02µm
net22,5.02µm
B[5],4.95µm
_129_,4.88µm
_175_,4.88µm
_007_,4.8µm
_096_,4.78µm
P[8],4.73µm
B[6],4.61µm
B[7],4.61µm
net59,4.48µm
_039_,4.46µm
_071_,4.46µm
_185_,4.46µm
P[9],4.39µm
_193_,4.34µm
net53,4.34µm
net58,4.22µm
_115_,3.88µm
_258_,3.88µm
_088_,3.54µm
_192_,3.54µm
_040_,3.08µm
_058_,3.08µm
_046_,3.03µm
_202_,2.62µm
_211_,2.52µm
_070_,2.5µm
_153_,2.5µm
_145_,2.3µm
_262_,2.18µm
_038_,2.16µm
_148_,2.16µm
net50,2.16µm
net48,2.06µm
_002_,2.04µm
_053_,1.7µm
_064_,1.7µm
_102_,1.7µm
_163_,1.7µm
_174_,1.7µm
_249_,1.7µm
_272_,1.7µm
net44,1.6µm
_217_,1.38µm
_034_,1.36µm
_047_,1.36µm
_078_,1.26µm
