net,length_um
net4,34.42µm
net1,28.6µm
net3,26.32µm
net5,23.84µm
net2,21.78µm
_1_,10.92µm
_0_,8.94µm
net7,8.16µm
B[1],5.97µm
P[2],5.75µm
A[1],5.63µm
P[1],5.07µm
net8,4.46µm
P[0],4.39µm
P[3],4.39µm
net6,4.34µm
B[0],4.27µm
A[0],3.93µm
_2_,2.3µm
